nro_conabip,id_departamento,mail,fecha_fundacion
4351,14014,bibliotecacasadelpueblo@gmail.com,2012-05-05
4352,6805,bpseamoslibres@yahoo.com,2014-10-07
4353,82112,videlac.cultural@gmail.com,2006-07-11
4354,70112,bibliotecaullum@gmail.com,2009-10-05
4355,30028,bipo_sabe@outlook.com,2007-11-09
4356,82105,bibliotecap_loslibrosyelrio@outlook.com.ar,2014-06-17
4357,6270,bibliotecaeltrebol@gmail.com,1993-11-06
4358,86049,bibliotecashun.16@gmail.com,2003-11-21
4359,30098,bibliotecapopularsanjusto@hotmail.com,2000-12-27
4360,82049,bibliotecafortinarenales@outlook.es,2013-09-17
4361,82077,,2014-10-01
4362,14147,bplaurdimbre@gmail.com,2016-05-27
4363,54063,,2015-07-15
4364,70021,,2012-07-28
4365,82021,bp_arcoiris_bi@yahoo.com.ar,2001-09-24
4366,6638,bibliotecamanzanares@hotmail.com,2001-09-05
4367,6791,biblioviejaescuela@gmail.com,2011-09-24
4368,6420,bibliotecasobral@yahoo.com.ar,2005-07-23
4369,74049,bibliotecapopular.elfaro@gmail.com,2017-02-18
4370,46014,,2003-10-11
4371,6595,,2010-09-24
4372,70042,,2018-01-10
4373,62021,labiblio.bibliotecaries@gmail.com,2007-05-01
4374,62077,bibliotecapuertodeleste@outlook.com,2006-10-24
4375,66028,,1998-08-29
4376,6441,lagrietaylachicharra@gmail.com,2007-10-01
4377,82070,,2008-02-18
4378,30021,bibliotecaestacionpuiggari@gmail.com,2018-03-16
4379,82070,bibpop.angelaperaltapino@hotmail.com,2018-11-08
4380,18070,,2015-11-09
4381,82070,josehernandezbibliotecapopular@gmail.com,2018-06-11
4382,50028,,2009-03-27
4383,14021,sayanacentroculturaleltalar@hotmail.com,2009-04-01
4384,6595,delotroladodelarbolenolavarria@gmail.com,2021-08-23
4385,66084,barriolamadrid326@gmail.com,2022-04-01
4386,90084,patriagrandebp@gmail.com,2022-03-04
4387,54028,,1980-01-01
4388,30098,bibliotecapestacion@hotmail.com,2021-08-23
4389,6413,piosoberanobibliotecapopular@gmail.com,2022-03-11
4390,70042,,2022-07-13
4391,82063,,2022-06-21
4392,14147,bpgarabatos@gmail.com,2022-07-19
4393,6371,,2022-07-19
4394,54021,bibliotecapopularelurunday@gmail.com,2021-08-23
4395,14126,bibliotecaelmanantialcb@gmail.com,2011-07-08
4396,30035,bernardi.bibliotecapopular@gmail.com,1940-05-13
4397,82091,cr19.biblioteca@gmail.com,2022-08-23
4398,14035,bibliotecavillavaleria@gmail.com,2022-03-21
